sensor_id,location_id,country_code,parameter_id,parameter,units,is_monitor
6,3,GH,1,pm10,µg/m³,True
5,3,GH,2,pm25,µg/m³,True
7,4,GH,1,pm10,µg/m³,True
8,4,GH,2,pm25,µg/m³,True
10,5,GH,1,pm10,µg/m³,True
9,5,GH,2,pm25,µg/m³,True
11,6,GH,1,pm10,µg/m³,True
12,6,GH,2,pm25,µg/m³,True
14,7,GH,1,pm10,µg/m³,True
13,7,GH,2,pm25,µg/m³,True
16,8,GH,1,pm10,µg/m³,True
15,8,GH,2,pm25,µg/m³,True
17,9,GH,1,pm10,µg/m³,True
18,9,GH,2,pm25,µg/m³,True
20,10,GH,1,pm10,µg/m³,True
19,10,GH,2,pm25,µg/m³,True
22,11,GH,1,pm10,µg/m³,True
21,11,GH,2,pm25,µg/m³,True
23,12,IN,2,pm25,µg/m³,True
13866,13,IN,5,no2,µg/m³,True
24,13,IN,3,o3,µg/m³,True
13864,13,IN,2,pm25,µg/m³,True
25,14,AR,2,pm25,µg/m³,True
27,15,IN,4,co,µg/m³,True
28,15,IN,5,no2,µg/m³,True
29,15,IN,3,o3,µg/m³,True
26,15,IN,1,pm10,µg/m³,True
30,15,IN,2,pm25,µg/m³,True
33,16,IN,4,co,µg/m³,True
32,16,IN,5,no2,µg/m³,True
31,16,IN,1,pm10,µg/m³,True
34,16,IN,2,pm25,µg/m³,True
12234782,17,IN,102,co,ppb,True
392,17,IN,4,co,µg/m³,True
12234783,17,IN,24,no,ppb,True
36,17,IN,5,no2,µg/m³,True
12234784,17,IN,15,no2,ppb,True
14340713,17,IN,23,nox,ppb,True
394,17,IN,3,o3,µg/m³,True
12234785,17,IN,3,o3,µg/m³,True
399,17,IN,1,pm10,µg/m³,True
12234786,17,IN,1,pm10,µg/m³,True
35,17,IN,2,pm25,µg/m³,True
12234787,17,IN,2,pm25,µg/m³,True
12234788,17,IN,98,relativehumidity,%,True
393,17,IN,6,so2,µg/m³,True
12234789,17,IN,101,so2,ppb,True
12234790,17,IN,100,temperature,c,True
14340714,17,IN,22,wind_direction,deg,True
14340715,17,IN,34,wind_speed,m/s,True
37,18,VN,2,pm25,µg/m³,True
5136,19,MN,4,co,µg/m³,True
5137,19,MN,5,no2,µg/m³,True
38,19,MN,3,o3,µg/m³,True
5138,19,MN,1,pm10,µg/m³,True
5139,19,MN,2,pm25,µg/m³,True
5140,19,MN,6,so2,µg/m³,True
40,21,CN,2,pm25,µg/m³,True
41,22,BD,2,pm25,µg/m³,True
68,23,MN,4,co,µg/m³,True
5177,23,MN,5,no2,µg/m³,True
5178,23,MN,3,o3,µg/m³,True
5183,23,MN,1,pm10,µg/m³,True
42,23,MN,2,pm25,µg/m³,True
5186,23,MN,6,so2,µg/m³,True
43,24,SG,2,pm25,µg/m³,True
1045,25,CL,4,co,µg/m³,True
1046,25,CL,5,no2,µg/m³,True
114,25,CL,3,o3,µg/m³,True
1047,25,CL,1,pm10,µg/m³,True
1044,25,CL,2,pm25,µg/m³,True
44,25,CL,6,so2,µg/m³,True
45,26,CL,1,pm10,µg/m³,True
35374,26,CL,2,pm25,µg/m³,True
601,26,CL,6,so2,µg/m³,True
1410,27,CL,4,co,µg/m³,True
124,27,CL,5,no2,µg/m³,True
46,27,CL,3,o3,µg/m³,True
28735,27,CL,1,pm10,µg/m³,True
35661,27,CL,2,pm25,µg/m³,True
1412,27,CL,6,so2,µg/m³,True
5009,28,PL,5,no2,µg/m³,True
5006,28,PL,3,o3,µg/m³,True
5003,28,PL,1,pm10,µg/m³,True
47,28,PL,2,pm25,µg/m³,True
5001,28,PL,6,so2,µg/m³,True
5373,30,MN,4,co,µg/m³,True
5368,30,MN,5,no2,µg/m³,True
5360,30,MN,3,o3,µg/m³,True
49,30,MN,1,pm10,µg/m³,True
5342,30,MN,6,so2,µg/m³,True
4275693,31,NL,19843,no,µg/m³,True
4642,31,NL,5,no2,µg/m³,True
4649,31,NL,3,o3,µg/m³,True
4650,31,NL,1,pm10,µg/m³,True
50,31,NL,2,pm25,µg/m³,True
51,32,CN,2,pm25,µg/m³,True
4276093,33,NL,19843,no,µg/m³,True
52,33,NL,5,no2,µg/m³,True
4612,33,NL,1,pm10,µg/m³,True
53,34,IL,2,pm25,µg/m³,True
58,38,CL,6,so2,µg/m³,True
87,39,CL,1,pm10,µg/m³,True
59,39,CL,6,so2,µg/m³,True
4275972,41,NL,19843,no,µg/m³,True
4217,41,NL,5,no2,µg/m³,True
4216,41,NL,1,pm10,µg/m³,True
61,41,NL,2,pm25,µg/m³,True
62,42,NG,2,pm25,µg/m³,True
4990,43,PL,4,co,µg/m³,True
4987,43,PL,5,no2,µg/m³,True
4986,43,PL,3,o3,µg/m³,True
4985,43,PL,1,pm10,µg/m³,True
63,43,PL,2,pm25,µg/m³,True
4984,43,PL,6,so2,µg/m³,True
4275805,44,NL,19843,no,µg/m³,True
64,44,NL,5,no2,µg/m³,True
4194,44,NL,3,o3,µg/m³,True
4198,44,NL,1,pm10,µg/m³,True
4202,44,NL,2,pm25,µg/m³,True
65,45,CL,4,co,µg/m³,True
4182,45,CL,5,no2,µg/m³,True
4228,45,CL,3,o3,µg/m³,True
4533,45,CL,1,pm10,µg/m³,True
4099,45,CL,2,pm25,µg/m³,True
1647,45,CL,6,so2,µg/m³,True
1454,46,MN,4,co,µg/m³,True
1445,46,MN,5,no2,µg/m³,True
1465,46,MN,3,o3,µg/m³,True
1464,46,MN,1,pm10,µg/m³,True
1446,46,MN,2,pm25,µg/m³,True
66,46,MN,6,so2,µg/m³,True
9180,47,CL,4,co,µg/m³,True
9181,47,CL,5,no2,µg/m³,True
9182,47,CL,3,o3,µg/m³,True
9217,47,CL,1,pm10,µg/m³,True
67,47,CL,2,pm25,µg/m³,True
9183,47,CL,6,so2,µg/m³,True
108,48,MN,4,co,µg/m³,True
150,48,MN,5,no2,µg/m³,True
1460,48,MN,1,pm10,µg/m³,True
69,48,MN,2,pm25,µg/m³,True
123,48,MN,6,so2,µg/m³,True
92,49,TH,8,co,ppm,True
74,49,TH,7,no2,ppm,True
70,49,TH,1,pm10,µg/m³,True
12234791,50,IN,102,co,ppb,True
398,50,IN,4,co,µg/m³,True
12234792,50,IN,24,no,ppb,True
12234793,50,IN,15,no2,ppb,True
400,50,IN,5,no2,µg/m³,True
14340716,50,IN,23,nox,ppb,True
71,50,IN,3,o3,µg/m³,True
12234794,50,IN,3,o3,µg/m³,True
395,50,IN,1,pm10,µg/m³,True
12234795,50,IN,1,pm10,µg/m³,True
12234796,50,IN,2,pm25,µg/m³,True
396,50,IN,2,pm25,µg/m³,True
12234797,50,IN,98,relativehumidity,%,True
397,50,IN,6,so2,µg/m³,True
12234798,50,IN,101,so2,ppb,True
12234799,50,IN,100,temperature,c,True
14340717,50,IN,22,wind_direction,deg,True
14340718,50,IN,34,wind_speed,m/s,True
4275809,51,NL,19843,no,µg/m³,True
72,51,NL,5,no2,µg/m³,True
4162,51,NL,3,o3,µg/m³,True
4158,51,NL,1,pm10,µg/m³,True
4154,51,NL,2,pm25,µg/m³,True
4276171,52,NL,19843,no,µg/m³,True
4299,52,NL,5,no2,µg/m³,True
4300,52,NL,1,pm10,µg/m³,True
73,52,NL,2,pm25,µg/m³,True
5079217,53,CN,2,pm25,µg/m³,True
4385,54,CL,4,co,µg/m³,True
1516,54,CL,5,no2,µg/m³,True
4387,54,CL,3,o3,µg/m³,True
76,54,CL,1,pm10,µg/m³,True
3013,54,CL,2,pm25,µg/m³,True
1682,54,CL,6,so2,µg/m³,True
4276081,55,NL,19843,no,µg/m³,True
4117,55,NL,5,no2,µg/m³,True
1301475,55,NL,3,o3,µg/m³,True
77,55,NL,1,pm10,µg/m³,True
4118,55,NL,2,pm25,µg/m³,True
84,57,TH,8,co,ppm,True
22240,57,TH,7,no2,ppm,True
22211,57,TH,10,o3,ppm,True
83,57,TH,1,pm10,µg/m³,True
22241,57,TH,9,so2,ppm,True
85,58,NL,4,co,µg/m³,True
4275687,58,NL,19843,no,µg/m³,True
4474,58,NL,5,no2,µg/m³,True
4690,58,NL,3,o3,µg/m³,True
4355,58,NL,1,pm10,µg/m³,True
1513,59,MN,4,co,µg/m³,True
1514,59,MN,5,no2,µg/m³,True
86,59,MN,3,o3,µg/m³,True
1511,59,MN,1,pm10,µg/m³,True
1507,59,MN,2,pm25,µg/m³,True
1509,59,MN,6,so2,µg/m³,True
88,60,GB,5,no2,µg/m³,True
206,60,GB,2,pm25,µg/m³,True
89,61,CL,6,so2,µg/m³,True
4275843,63,NL,19843,no,µg/m³,True
4496,63,NL,5,no2,µg/m³,True
4635,63,NL,3,o3,µg/m³,True
91,63,NL,1,pm10,µg/m³,True
4519,63,NL,6,so2,µg/m³,True
93,64,US,7,no2,ppm,True
94,64,US,10,o3,ppm,True
9210,65,CL,4,co,µg/m³,True
9211,65,CL,5,no2,µg/m³,True
9213,65,CL,3,o3,µg/m³,True
1379,65,CL,1,pm10,µg/m³,True
95,65,CL,2,pm25,µg/m³,True
9215,65,CL,6,so2,µg/m³,True
98,66,TH,8,co,ppm,True
99,66,TH,7,no2,ppm,True
96,66,TH,10,o3,ppm,True
97,66,TH,1,pm10,µg/m³,True
9187,67,CL,4,co,µg/m³,True
103,67,CL,5,no2,µg/m³,True
102,67,CL,3,o3,µg/m³,True
100,67,CL,1,pm10,µg/m³,True
104,67,CL,2,pm25,µg/m³,True
101,67,CL,6,so2,µg/m³,True
5294,68,CL,1,pm10,µg/m³,True
105,68,CL,2,pm25,µg/m³,True
655,68,CL,6,so2,µg/m³,True
19858,69,CL,4,co,µg/m³,True
2171,69,CL,3,o3,µg/m³,True
5187,69,CL,1,pm10,µg/m³,True
106,69,CL,2,pm25,µg/m³,True
19857,69,CL,6,so2,µg/m³,True
4276107,71,NL,19843,no,µg/m³,True
109,71,NL,5,no2,µg/m³,True
4139,71,NL,3,o3,µg/m³,True
4196,71,NL,1,pm10,µg/m³,True
4610,71,NL,2,pm25,µg/m³,True
110,72,CL,1,pm10,µg/m³,True
3538,72,CL,2,pm25,µg/m³,True
4422,73,CL,4,co,µg/m³,True
4425,73,CL,5,no2,µg/m³,True
4428,73,CL,3,o3,µg/m³,True
3511,73,CL,1,pm10,µg/m³,True
1738,73,CL,2,pm25,µg/m³,True
111,73,CL,6,so2,µg/m³,True
112,74,NL,1,pm10,µg/m³,True
4275734,76,NL,19843,no,µg/m³,True
4155,76,NL,5,no2,µg/m³,True
4152,76,NL,3,o3,µg/m³,True
4537,76,NL,1,pm10,µg/m³,True
115,76,NL,2,pm25,µg/m³,True
4150,76,NL,6,so2,µg/m³,True
4276124,77,NL,19843,no,µg/m³,True
116,77,NL,5,no2,µg/m³,True
4218,77,NL,3,o3,µg/m³,True
4219,77,NL,1,pm10,µg/m³,True
4221,77,NL,2,pm25,µg/m³,True
1301476,77,NL,6,so2,µg/m³,True
4608,79,NL,5,no2,µg/m³,True
4621,79,NL,1,pm10,µg/m³,True
118,79,NL,2,pm25,µg/m³,True
164,80,NL,4,co,µg/m³,True
4275959,80,NL,19843,no,µg/m³,True
4244,80,NL,5,no2,µg/m³,True
4186,80,NL,3,o3,µg/m³,True
119,80,NL,1,pm10,µg/m³,True
4235,80,NL,2,pm25,µg/m³,True
5127,81,CL,4,co,µg/m³,True
120,81,CL,3,o3,µg/m³,True
5410,81,CL,1,pm10,µg/m³,True
5155,81,CL,6,so2,µg/m³,True
4276054,82,NL,19843,no,µg/m³,True
4585,82,NL,5,no2,µg/m³,True
4561,82,NL,3,o3,µg/m³,True
121,82,NL,1,pm10,µg/m³,True
4275730,85,NL,19843,no,µg/m³,True
4411,85,NL,5,no2,µg/m³,True
4413,85,NL,3,o3,µg/m³,True
132,85,NL,1,pm10,µg/m³,True
133,86,NL,1,pm10,µg/m³,True
134,87,NL,1,pm10,µg/m³,True
13218,90,MN,4,co,µg/m³,True
607,90,MN,5,no2,µg/m³,True
5334,90,MN,3,o3,µg/m³,True
143,90,MN,1,pm10,µg/m³,True
5378,90,MN,6,so2,µg/m³,True
4230,93,NL,4,co,µg/m³,True
4276167,93,NL,19843,no,µg/m³,True
151,93,NL,5,no2,µg/m³,True
4224,93,NL,1,pm10,µg/m³,True
4212,93,NL,2,pm25,µg/m³,True
155,94,TH,8,co,ppm,True
154,94,TH,7,no2,ppm,True
152,94,TH,10,o3,ppm,True
153,94,TH,1,pm10,µg/m³,True
156,94,TH,9,so2,ppm,True
157,95,NL,4,co,µg/m³,True
4275709,95,NL,19843,no,µg/m³,True
4364,95,NL,5,no2,µg/m³,True
4461,95,NL,3,o3,µg/m³,True
4383,95,NL,1,pm10,µg/m³,True
4390,95,NL,2,pm25,µg/m³,True
167,96,NL,4,co,µg/m³,True
4275778,96,NL,19843,no,µg/m³,True
4280,96,NL,5,no2,µg/m³,True
4290,96,NL,1,pm10,µg/m³,True
4367,96,NL,2,pm25,µg/m³,True
158,96,NL,6,so2,µg/m³,True
165,97,NL,4,co,µg/m³,True
4276088,97,NL,19843,no,µg/m³,True
4570,97,NL,5,no2,µg/m³,True
4565,97,NL,1,pm10,µg/m³,True
4541,97,NL,2,pm25,µg/m³,True
159,97,NL,6,so2,µg/m³,True
4700,98,NL,1,pm10,µg/m³,True
4344,98,NL,2,pm25,µg/m³,True
160,98,NL,6,so2,µg/m³,True
161,99,NL,2,pm25,µg/m³,True
162,100,NL,4,co,µg/m³,True
4275786,100,NL,19843,no,µg/m³,True
4237,100,NL,5,no2,µg/m³,True
4231,100,NL,1,pm10,µg/m³,True
4147,100,NL,2,pm25,µg/m³,True
4275834,101,NL,19843,no,µg/m³,True
4187,101,NL,5,no2,µg/m³,True
4112,101,NL,1,pm10,µg/m³,True
4687,101,NL,2,pm25,µg/m³,True
163,101,NL,6,so2,µg/m³,True
166,102,NL,4,co,µg/m³,True
4276086,102,NL,19843,no,µg/m³,True
4370,102,NL,5,no2,µg/m³,True
4369,102,NL,1,pm10,µg/m³,True
4215,102,NL,2,pm25,µg/m³,True
169,103,IN,4,co,µg/m³,True
13863,103,IN,5,no2,µg/m³,True
168,103,IN,3,o3,µg/m³,True
13862,103,IN,1,pm10,µg/m³,True
13861,103,IN,2,pm25,µg/m³,True
5079219,135,TH,7,no2,ppm,True
5079221,135,TH,10,o3,ppm,True
5079218,135,TH,1,pm10,µg/m³,True
5077838,135,TH,2,pm25,µg/m³,True
5079220,135,TH,9,so2,ppm,True
209,136,CL,4,co,µg/m³,True
210,136,CL,3,o3,µg/m³,True
208,136,CL,1,pm10,µg/m³,True
207,136,CL,6,so2,µg/m³,True
1304749,137,GB,5,no2,µg/m³,True
1304758,137,GB,1,pm10,µg/m³,True
211,137,GB,2,pm25,µg/m³,True
378,138,TH,8,co,ppm,True
444,138,TH,7,no2,ppm,True
214,138,TH,10,o3,ppm,True
445,138,TH,1,pm10,µg/m³,True
443,138,TH,9,so2,ppm,True
215,139,CL,2,pm25,µg/m³,True
216,140,CL,2,pm25,µg/m³,True
237,141,GB,5,no2,µg/m³,True
259,141,GB,3,o3,µg/m³,True
217,141,GB,1,pm10,µg/m³,True
261,141,GB,2,pm25,µg/m³,True
218,142,CN,2,pm25,µg/m³,True
219,143,CN,2,pm25,µg/m³,True
220,144,CN,2,pm25,µg/m³,True
223,145,CL,4,co,µg/m³,True
222,145,CL,5,no2,µg/m³,True
224,145,CL,3,o3,µg/m³,True
225,145,CL,1,pm10,µg/m³,True
226,145,CL,2,pm25,µg/m³,True
221,145,CL,6,so2,µg/m³,True
251,146,GB,5,no2,µg/m³,True
227,146,GB,1,pm10,µg/m³,True
1304692,146,GB,2,pm25,µg/m³,True
233,147,GB,5,no2,µg/m³,True
253,147,GB,3,o3,µg/m³,True
1298329,147,GB,1,pm10,µg/m³,True
228,147,GB,2,pm25,µg/m³,True
238,148,GB,5,no2,µg/m³,True
229,148,GB,3,o3,µg/m³,True
244,148,GB,1,pm10,µg/m³,True
232,148,GB,2,pm25,µg/m³,True
4933,148,GB,6,so2,µg/m³,True
1304579,149,GB,5,no2,µg/m³,True
230,149,GB,1,pm10,µg/m³,True
231,150,GB,5,no2,µg/m³,True
260,150,GB,3,o3,µg/m³,True
12626389,150,GB,1,pm10,µg/m³,True
12626392,150,GB,2,pm25,µg/m³,True
234,151,GB,5,no2,µg/m³,True
12915957,151,GB,2,pm25,µg/m³,True
256,152,GB,5,no2,µg/m³,True
236,152,GB,1,pm10,µg/m³,True
235,152,GB,2,pm25,µg/m³,True
239,153,GB,5,no2,µg/m³,True
240,153,GB,3,o3,µg/m³,True
1928199,153,GB,1,pm10,µg/m³,True
1927060,153,GB,2,pm25,µg/m³,True
1304850,154,GB,4,co,µg/m³,True
241,154,GB,5,no2,µg/m³,True
243,154,GB,3,o3,µg/m³,True
245,154,GB,1,pm10,µg/m³,True
246,154,GB,2,pm25,µg/m³,True
4957,154,GB,6,so2,µg/m³,True
1304615,155,GB,4,co,µg/m³,True
242,155,GB,5,no2,µg/m³,True
247,155,GB,3,o3,µg/m³,True
248,155,GB,1,pm10,µg/m³,True
249,155,GB,2,pm25,µg/m³,True
4961,155,GB,6,so2,µg/m³,True
250,156,GB,5,no2,µg/m³,True
252,156,GB,3,o3,µg/m³,True
255,157,GB,5,no2,µg/m³,True
1304510,157,GB,3,o3,µg/m³,True
28911,157,GB,1,pm10,µg/m³,True
254,157,GB,2,pm25,µg/m³,True
1304502,157,GB,6,so2,µg/m³,True
28891,158,GB,1,pm10,µg/m³,True
257,158,GB,2,pm25,µg/m³,True
258,159,GB,5,no2,µg/m³,True
3327179,159,GB,3,o3,µg/m³,True
28890,159,GB,2,pm25,µg/m³,True
262,160,GB,5,no2,µg/m³,True
264,160,GB,3,o3,µg/m³,True
266,160,GB,1,pm10,µg/m³,True
265,160,GB,2,pm25,µg/m³,True
263,160,GB,6,so2,µg/m³,True
267,161,US,8,co,ppm,True
330,161,US,7,no2,ppm,True
329,161,US,10,o3,ppm,True
328,161,US,9,so2,ppm,True
273,162,US,8,co,ppm,True
334,162,US,7,no2,ppm,True
332,162,US,10,o3,ppm,True
271,162,US,1,pm10,µg/m³,True
268,162,US,2,pm25,µg/m³,True
308,162,US,9,so2,ppm,True
272,163,US,7,no2,ppm,True
269,163,US,10,o3,ppm,True
270,164,US,8,co,ppm,True
288,164,US,7,no2,ppm,True
2071327,164,US,2,pm25,µg/m³,True
275,165,US,8,co,ppm,True
274,165,US,10,o3,ppm,True
277,166,US,8,co,ppm,True
276,166,US,10,o3,ppm,True
279,167,US,8,co,ppm,True
278,167,US,10,o3,ppm,True
303,168,US,7,no2,ppm,True
280,168,US,10,o3,ppm,True
281,169,US,7,no2,ppm,True
286,169,US,10,o3,ppm,True
282,170,US,7,no2,ppm,True
293,170,US,10,o3,ppm,True
283,171,US,10,o3,ppm,True
285,172,US,7,no2,ppm,True
284,172,US,10,o3,ppm,True
287,173,US,10,o3,ppm,True
2071333,173,US,2,pm25,µg/m³,True
291,174,US,7,no2,ppm,True
289,174,US,10,o3,ppm,True
290,175,US,9,so2,ppm,True
292,176,US,9,so2,ppm,True
294,177,US,10,o3,ppm,True
295,178,US,7,no2,ppm,True
296,178,US,10,o3,ppm,True
297,179,US,7,no2,ppm,True
298,179,US,10,o3,ppm,True
300,180,US,7,no2,ppm,True
299,180,US,10,o3,ppm,True
301,181,US,7,no2,ppm,True
305,183,US,7,no2,ppm,True
333,183,US,10,o3,ppm,True
306,184,US,10,o3,ppm,True
309,186,US,7,no2,ppm,True
310,186,US,10,o3,ppm,True
2031,186,US,2,pm25,µg/m³,True
327,187,US,7,no2,ppm,True
311,187,US,10,o3,ppm,True
2071339,187,US,2,pm25,µg/m³,True
312,188,US,10,o3,ppm,True
313,188,US,9,so2,ppm,True
314,189,US,10,o3,ppm,True
315,190,US,10,o3,ppm,True
5077791,191,US,10,o3,ppm,True
5077638,191,US,2,pm25,µg/m³,True
318,192,US,7,no2,ppm,True
319,192,US,10,o3,ppm,True
320,193,US,10,o3,ppm,True
321,193,US,9,so2,ppm,True
322,194,US,10,o3,ppm,True
323,194,US,9,so2,ppm,True
324,195,US,7,no2,ppm,True
325,195,US,10,o3,ppm,True
453,195,US,2,pm25,µg/m³,True
326,195,US,9,so2,ppm,True
331,196,US,10,o3,ppm,True
335,197,US,10,o3,ppm,True
336,198,US,10,o3,ppm,True
339,199,US,10,o3,ppm,True
337,199,US,9,so2,ppm,True
340,200,US,10,o3,ppm,True
342,202,US,7,no2,ppm,True
343,202,US,10,o3,ppm,True
344,203,US,10,o3,ppm,True
346,204,US,7,no2,ppm,True
345,204,US,10,o3,ppm,True
347,205,US,7,no2,ppm,True
348,205,US,10,o3,ppm,True
349,206,US,10,o3,ppm,True
350,207,US,2,pm25,µg/m³,True
352,209,US,2,pm25,µg/m³,True
20354,210,CL,5,no2,µg/m³,True
353,210,CL,3,o3,µg/m³,True
720,210,CL,1,pm10,µg/m³,True
726,210,CL,2,pm25,µg/m³,True
22463,210,CL,6,so2,µg/m³,True
354,211,US,2,pm25,µg/m³,True
4274228,212,US,35,no,ppm,True
25559,212,US,7,no2,ppm,True
4274236,212,US,19840,nox,ppm,True
3996,212,US,10,o3,ppm,True
355,212,US,1,pm10,µg/m³,True
3995,212,US,2,pm25,µg/m³,True
356,213,US,2,pm25,µg/m³,True
357,214,US,2,pm25,µg/m³,True
358,215,US,10,o3,ppm,True
3314,216,US,7,no2,ppm,True
1217,216,US,10,o3,ppm,True
359,216,US,2,pm25,µg/m³,True
360,217,US,2,pm25,µg/m³,True
3886,218,US,10,o3,ppm,True
361,218,US,2,pm25,µg/m³,True
362,219,US,2,pm25,µg/m³,True
531,220,US,7,no2,ppm,True
363,220,US,2,pm25,µg/m³,True
533,220,US,9,so2,ppm,True
5077870,221,US,8,co,ppm,True
5077612,221,US,7,no2,ppm,True
5077534,221,US,10,o3,ppm,True
5077715,221,US,1,pm10,µg/m³,True
5077753,221,US,2,pm25,µg/m³,True
5077595,221,US,9,so2,ppm,True
2992,222,US,10,o3,ppm,True
365,222,US,2,pm25,µg/m³,True
2991,222,US,9,so2,ppm,True
2180,223,US,11,bc,µg/m³,True
2183,223,US,7,no2,ppm,True
2182,223,US,10,o3,ppm,True
2179,223,US,1,pm10,µg/m³,True
366,223,US,2,pm25,µg/m³,True
2181,223,US,9,so2,ppm,True
2454,224,US,10,o3,ppm,True
367,224,US,2,pm25,µg/m³,True
3618,225,US,10,o3,ppm,True
368,225,US,2,pm25,µg/m³,True
3619,225,US,9,so2,ppm,True
3942,226,US,11,bc,µg/m³,True
16940419,226,US,10,o3,ppm,True
369,226,US,2,pm25,µg/m³,True
21566,227,US,10,o3,ppm,True
371,227,US,2,pm25,µg/m³,True
372,228,US,2,pm25,µg/m³,True
373,229,US,10,o3,ppm,True
2637,230,US,10,o3,ppm,True
374,230,US,1,pm10,µg/m³,True
7941720,231,US,10,o3,ppm,True
375,231,US,1,pm10,µg/m³,True
2898,232,US,10,o3,ppm,True
376,232,US,1,pm10,µg/m³,True
1294003,233,US,1,pm10,µg/m³,True
377,233,US,2,pm25,µg/m³,True
379,234,US,2,pm25,µg/m³,True
12235605,235,IN,102,co,ppb,True
385,235,IN,4,co,µg/m³,True
12235606,235,IN,24,no,ppb,True
382,235,IN,5,no2,µg/m³,True
12235607,235,IN,15,no2,ppb,True
14340864,235,IN,23,nox,ppb,True
380,235,IN,3,o3,µg/m³,True
12235608,235,IN,3,o3,µg/m³,True
12235609,235,IN,1,pm10,µg/m³,True
381,235,IN,1,pm10,µg/m³,True
12235610,235,IN,2,pm25,µg/m³,True
384,235,IN,2,pm25,µg/m³,True
12235611,235,IN,98,relativehumidity,%,True
12235612,235,IN,101,so2,ppb,True
383,235,IN,6,so2,µg/m³,True
12235613,235,IN,100,temperature,c,True
14340865,235,IN,22,wind_direction,deg,True
14340866,235,IN,34,wind_speed,m/s,True
386,236,IN,4,co,µg/m³,True
389,236,IN,5,no2,µg/m³,True
390,236,IN,3,o3,µg/m³,True
391,236,IN,1,pm10,µg/m³,True
388,236,IN,2,pm25,µg/m³,True
387,236,IN,6,so2,µg/m³,True
401,237,US,2,pm25,µg/m³,True
402,238,US,10,o3,ppm,True
1084,239,US,10,o3,ppm,True
1085,239,US,1,pm10,µg/m³,True
1061,239,US,2,pm25,µg/m³,True
403,239,US,9,so2,ppm,True
5077787,240,US,1,pm10,µg/m³,True
5077675,240,US,2,pm25,µg/m³,True
405,241,NL,5,no2,µg/m³,True
406,241,NL,1,pm10,µg/m³,True
407,242,US,7,no2,ppm,True
4089,242,US,10,o3,ppm,True
4091,242,US,2,pm25,µg/m³,True
4090,242,US,9,so2,ppm,True
408,243,US,10,o3,ppm,True
409,243,US,2,pm25,µg/m³,True
411,244,US,10,o3,ppm,True
410,244,US,2,pm25,µg/m³,True
412,245,US,10,o3,ppm,True
415,246,US,10,o3,ppm,True
424,246,US,1,pm10,µg/m³,True
413,246,US,2,pm25,µg/m³,True
414,247,US,1,pm10,µg/m³,True
417,248,US,7,no2,ppm,True
418,248,US,1,pm10,µg/m³,True
416,248,US,9,so2,ppm,True
419,249,US,10,o3,ppm,True
422,250,US,10,o3,ppm,True
421,250,US,1,pm10,µg/m³,True
420,250,US,2,pm25,µg/m³,True
423,251,US,10,o3,ppm,True
425,252,US,9,so2,ppm,True
426,253,US,10,o3,ppm,True
427,254,US,10,o3,ppm,True
4272408,255,US,35,no,ppm,True
431,255,US,7,no2,ppm,True
4272148,255,US,19840,nox,ppm,True
430,255,US,10,o3,ppm,True
428,255,US,1,pm10,µg/m³,True
429,255,US,9,so2,ppm,True
432,256,US,9,so2,ppm,True
433,257,US,10,o3,ppm,True
434,258,US,10,o3,ppm,True
4272360,259,US,35,no,ppm,True
435,259,US,7,no2,ppm,True
4272405,259,US,19840,nox,ppm,True
5536,259,US,1,pm10,µg/m³,True
437,259,US,2,pm25,µg/m³,True
436,259,US,9,so2,ppm,True
30041,260,US,1,pm10,µg/m³,True
438,260,US,2,pm25,µg/m³,True
439,261,US,10,o3,ppm,True
440,262,US,10,o3,ppm,True
441,263,US,10,o3,ppm,True
442,264,US,10,o3,ppm,True
4276233,265,NL,19843,no,µg/m³,True
446,265,NL,5,no2,µg/m³,True
448,265,NL,1,pm10,µg/m³,True
447,265,NL,2,pm25,µg/m³,True
449,266,US,10,o3,ppm,True
450,267,US,10,o3,ppm,True
451,268,US,10,o3,ppm,True
452,269,GB,5,no2,µg/m³,True
4534,269,GB,3,o3,µg/m³,True
28880,270,CL,1,pm10,µg/m³,True
454,270,CL,2,pm25,µg/m³,True
455,271,CL,4,co,µg/m³,True
4732,271,CL,5,no2,µg/m³,True
4733,271,CL,3,o3,µg/m³,True
5411,271,CL,6,so2,µg/m³,True
25739,272,US,8,co,ppm,True
4272075,272,US,35,no,ppm,True
456,272,US,10,o3,ppm,True
25738,272,US,9,so2,ppm,True
457,273,US,10,o3,ppm,True
4082,274,US,10,o3,ppm,True
458,274,US,2,pm25,µg/m³,True
459,275,US,10,o3,ppm,True
460,276,US,7,no2,ppm,True
3246,276,US,10,o3,ppm,True
25272,276,US,2,pm25,µg/m³,True
9973184,277,US,35,no,ppm,True
461,277,US,10,o3,ppm,True
462,278,US,10,o3,ppm,True
463,279,US,10,o3,ppm,True
465,280,US,8,co,ppm,True
879,280,US,7,no2,ppm,True
464,280,US,2,pm25,µg/m³,True
466,281,US,9,so2,ppm,True
4272199,282,US,35,no,ppm,True
467,282,US,7,no2,ppm,True
4272356,282,US,19840,nox,ppm,True
468,282,US,10,o3,ppm,True
469,282,US,2,pm25,µg/m³,True
470,283,US,10,o3,ppm,True
471,284,US,10,o3,ppm,True
473,285,CA,7,no2,ppm,True
472,285,CA,9,so2,ppm,True
564,286,IN,4,co,µg/m³,True
565,286,IN,5,no2,µg/m³,True
