sensor_id,location_id,country_code,parameter_id,parameter,units,is_monitor
7772879,2162992,IT,5,no2,µg/m³,True
7775287,2162992,IT,3,o3,µg/m³,True
7852819,2162992,IT,1,pm10,µg/m³,True
7852816,2162992,IT,2,pm25,µg/m³,True
7775171,2162993,IT,4,co,µg/m³,True
7774535,2162993,IT,5,no2,µg/m³,True
7773365,2162993,IT,3,o3,µg/m³,True
7774990,2162994,IT,5,no2,µg/m³,True
7775514,2162994,IT,3,o3,µg/m³,True
7852823,2162994,IT,1,pm10,µg/m³,True
7852818,2162994,IT,2,pm25,µg/m³,True
7774724,2162994,IT,6,so2,µg/m³,True
15608815,2162995,IT,4,co,µg/m³,True
7773994,2162995,IT,5,no2,µg/m³,True
7772864,2162995,IT,3,o3,µg/m³,True
7773157,2162996,IT,19843,no,µg/m³,True
7773870,2162996,IT,5,no2,µg/m³,True
7772783,2162996,IT,3,o3,µg/m³,True
7774381,2162996,IT,6,so2,µg/m³,True
7775136,2162997,IT,19843,no,µg/m³,True
7772852,2162997,IT,5,no2,µg/m³,True
7775165,2162997,IT,3,o3,µg/m³,True
7774780,2162997,IT,1,pm10,µg/m³,True
7774910,2162997,IT,6,so2,µg/m³,True
7775393,2162998,IT,19843,no,µg/m³,True
7774457,2162998,IT,5,no2,µg/m³,True
7775957,2162998,IT,3,o3,µg/m³,True
7773260,2162998,IT,6,so2,µg/m³,True
7773939,2162999,IT,19843,no,µg/m³,True
7774998,2162999,IT,5,no2,µg/m³,True
7775938,2162999,IT,3,o3,µg/m³,True
7774545,2162999,IT,1,pm10,µg/m³,True
7772896,2162999,IT,6,so2,µg/m³,True
7773991,2163000,IT,19843,no,µg/m³,True
7775785,2163000,IT,5,no2,µg/m³,True
7775212,2163000,IT,3,o3,µg/m³,True
7775754,2163000,IT,1,pm10,µg/m³,True
7775713,2163000,IT,6,so2,µg/m³,True
7774572,2163001,IT,3,o3,µg/m³,True
7773278,2163001,IT,1,pm10,µg/m³,True
7775312,2163002,IT,4,co,µg/m³,True
7772884,2163002,IT,19843,no,µg/m³,True
7773020,2163002,IT,5,no2,µg/m³,True
7775239,2163002,IT,1,pm10,µg/m³,True
7773756,2163003,IT,19843,no,µg/m³,True
7774462,2163003,IT,5,no2,µg/m³,True
7772917,2163003,IT,6,so2,µg/m³,True
7773510,2163007,IT,19843,no,µg/m³,True
7775751,2163007,IT,5,no2,µg/m³,True
7774237,2163007,IT,3,o3,µg/m³,True
7772918,2163008,IT,3,o3,µg/m³,True
7773591,2163008,IT,6,so2,µg/m³,True
7774639,2163009,IT,3,o3,µg/m³,True
7774146,2163010,IT,19843,no,µg/m³,True
7774461,2163010,IT,5,no2,µg/m³,True
7775034,2163010,IT,1,pm10,µg/m³,True
7772981,2163011,IT,19843,no,µg/m³,True
7772710,2163011,IT,5,no2,µg/m³,True
7774514,2163011,IT,3,o3,µg/m³,True
7774230,2163012,IT,3,o3,µg/m³,True
7775346,2163013,IT,19843,no,µg/m³,True
7774613,2163013,IT,5,no2,µg/m³,True
7773779,2163014,IT,3,o3,µg/m³,True
7774424,2163015,IT,5,no2,µg/m³,True
7775255,2163016,IT,3,o3,µg/m³,True
7775272,2163017,IT,19843,no,µg/m³,True
7773841,2163017,IT,5,no2,µg/m³,True
7774722,2163018,IT,3,o3,µg/m³,True
7775669,2163018,IT,1,pm10,µg/m³,True
7775343,2163019,IT,19843,no,µg/m³,True
7774715,2163019,IT,5,no2,µg/m³,True
7772954,2163019,IT,3,o3,µg/m³,True
7774101,2163019,IT,1,pm10,µg/m³,True
7774243,2163020,IT,19843,no,µg/m³,True
7774777,2163020,IT,5,no2,µg/m³,True
7774353,2163020,IT,3,o3,µg/m³,True
7775336,2163021,SI,19843,no,µg/m³,True
7773226,2163021,SI,5,no2,µg/m³,True
7773648,2163021,SI,3,o3,µg/m³,True
7773323,2163022,IT,3,o3,µg/m³,True
7775862,2163023,IT,19843,no,µg/m³,True
8622644,2163023,IT,5,no2,µg/m³,True
7776943,2163024,IT,19843,no,µg/m³,True
7774850,2163024,IT,5,no2,µg/m³,True
7775200,2163025,IT,19843,no,µg/m³,True
7775960,2163025,IT,5,no2,µg/m³,True
7772752,2163025,IT,3,o3,µg/m³,True
7773011,2163026,IT,19843,no,µg/m³,True
7775730,2163026,IT,5,no2,µg/m³,True
7774251,2163026,IT,1,pm10,µg/m³,True
7774301,2163027,IT,19843,no,µg/m³,True
7774611,2163027,IT,5,no2,µg/m³,True
7775735,2163027,IT,1,pm10,µg/m³,True
7776032,2163028,IT,5,no2,µg/m³,True
7774013,2163028,IT,3,o3,µg/m³,True
7773934,2163029,IT,5,no2,µg/m³,True
7775145,2163030,IT,5,no2,µg/m³,True
7774889,2163030,IT,3,o3,µg/m³,True
7775057,2163030,IT,6,so2,µg/m³,True
7775390,2163031,IT,5,no2,µg/m³,True
7774142,2163031,IT,3,o3,µg/m³,True
7775530,2163031,IT,1,pm10,µg/m³,True
7772714,2163031,IT,6,so2,µg/m³,True
7776009,2163032,IT,4,co,µg/m³,True
7773936,2163032,IT,19843,no,µg/m³,True
7775696,2163032,IT,1,pm10,µg/m³,True
7774000,2163032,IT,2,pm25,µg/m³,True
7774558,2163033,LU,19843,no,µg/m³,True
7774291,2163033,LU,5,no2,µg/m³,True
7775360,2163034,LU,19843,no,µg/m³,True
7774682,2163034,LU,5,no2,µg/m³,True
7775088,2163035,LU,19843,no,µg/m³,True
7775565,2163035,LU,5,no2,µg/m³,True
8613503,2163036,LU,5,no2,µg/m³,True
8613449,2163037,LU,5,no2,µg/m³,True
8613647,2163038,LU,5,no2,µg/m³,True
7774498,2163039,LV,5,no2,µg/m³,True
7775156,2163039,LV,3,o3,µg/m³,True
7773735,2163039,LV,1,pm10,µg/m³,True
7774665,2163039,LV,2,pm25,µg/m³,True
7775467,2163039,LV,6,so2,µg/m³,True
7774041,2163040,LV,4,co,µg/m³,True
7774660,2163040,LV,5,no2,µg/m³,True
7774469,2163040,LV,3,o3,µg/m³,True
7773568,2163040,LV,1,pm10,µg/m³,True
7774515,2163041,LV,4,co,µg/m³,True
7772802,2163041,LV,5,no2,µg/m³,True
7774084,2163041,LV,3,o3,µg/m³,True
7774992,2163041,LV,1,pm10,µg/m³,True
7773887,2163042,LV,5,no2,µg/m³,True
7774198,2163042,LV,3,o3,µg/m³,True
7773075,2163042,LV,1,pm10,µg/m³,True
7773036,2163042,LV,2,pm25,µg/m³,True
8613678,2163042,LV,6,so2,µg/m³,True
7773459,2163043,LV,4,co,µg/m³,True
7775863,2163043,LV,5,no2,µg/m³,True
7773183,2163043,LV,3,o3,µg/m³,True
7773906,2163043,LV,1,pm10,µg/m³,True
8613545,2163044,LV,5,no2,µg/m³,True
8613549,2163044,LV,3,o3,µg/m³,True
8613433,2163044,LV,1,pm10,µg/m³,True
8613644,2163044,LV,2,pm25,µg/m³,True
8622276,2163044,LV,6,so2,µg/m³,True
11438926,2163045,LV,4,co,µg/m³,True
8613701,2163045,LV,5,no2,µg/m³,True
8613375,2163045,LV,3,o3,µg/m³,True
8613557,2163045,LV,1,pm10,µg/m³,True
11438927,2163046,LV,4,co,µg/m³,True
8613525,2163046,LV,5,no2,µg/m³,True
8613458,2163046,LV,3,o3,µg/m³,True
8613576,2163046,LV,1,pm10,µg/m³,True
7777024,2163047,LV,5,no2,µg/m³,True
7776964,2163047,LV,3,o3,µg/m³,True
7776514,2163047,LV,1,pm10,µg/m³,True
7776613,2163047,LV,2,pm25,µg/m³,True
7780773,2163047,LV,6,so2,µg/m³,True
11438928,2163048,LV,4,co,µg/m³,True
8613605,2163048,LV,5,no2,µg/m³,True
8613653,2163048,LV,3,o3,µg/m³,True
8613700,2163048,LV,1,pm10,µg/m³,True
7774048,2163049,MK,4,co,µg/m³,True
7775616,2163049,MK,19843,no,µg/m³,True
7775515,2163049,MK,5,no2,µg/m³,True
7773967,2163049,MK,3,o3,µg/m³,True
7774300,2163049,MK,1,pm10,µg/m³,True
7773801,2163049,MK,2,pm25,µg/m³,True
7775887,2163050,MK,4,co,µg/m³,True
7775441,2163050,MK,19843,no,µg/m³,True
7773822,2163050,MK,5,no2,µg/m³,True
7774485,2163050,MK,3,o3,µg/m³,True
8622630,2163050,MK,1,pm10,µg/m³,True
8622612,2163050,MK,2,pm25,µg/m³,True
8622626,2163050,MK,6,so2,µg/m³,True
7773681,2163051,MK,4,co,µg/m³,True
7775308,2163051,MK,19843,no,µg/m³,True
7775606,2163051,MK,5,no2,µg/m³,True
7774079,2163051,MK,3,o3,µg/m³,True
7773468,2163051,MK,1,pm10,µg/m³,True
8613099,2163051,MK,2,pm25,µg/m³,True
7773282,2163051,MK,6,so2,µg/m³,True
7774370,2163052,MK,4,co,µg/m³,True
7774171,2163052,MK,19843,no,µg/m³,True
7774574,2163052,MK,5,no2,µg/m³,True
7773012,2163052,MK,3,o3,µg/m³,True
7773508,2163052,MK,1,pm10,µg/m³,True
7773502,2163052,MK,2,pm25,µg/m³,True
7773926,2163052,MK,6,so2,µg/m³,True
7773303,2163053,MK,4,co,µg/m³,True
7774271,2163053,MK,19843,no,µg/m³,True
7774906,2163053,MK,5,no2,µg/m³,True
7774668,2163053,MK,3,o3,µg/m³,True
7773122,2163053,MK,1,pm10,µg/m³,True
7775678,2163053,MK,2,pm25,µg/m³,True
7775191,2163053,MK,6,so2,µg/m³,True
7775584,2163054,MK,4,co,µg/m³,True
7775520,2163054,MK,19843,no,µg/m³,True
7775424,2163054,MK,5,no2,µg/m³,True
7773635,2163054,MK,3,o3,µg/m³,True
7773588,2163054,MK,1,pm10,µg/m³,True
8613184,2163054,MK,2,pm25,µg/m³,True
7774608,2163054,MK,6,so2,µg/m³,True
8622306,2163055,MK,5,no2,µg/m³,True
8622292,2163055,MK,3,o3,µg/m³,True
8622240,2163055,MK,1,pm10,µg/m³,True
8622281,2163055,MK,2,pm25,µg/m³,True
7776597,2163056,MK,4,co,µg/m³,True
7776474,2163056,MK,19843,no,µg/m³,True
7776536,2163056,MK,5,no2,µg/m³,True
7776556,2163056,MK,3,o3,µg/m³,True
8613212,2163056,MK,1,pm10,µg/m³,True
8613033,2163056,MK,2,pm25,µg/m³,True
8613068,2163056,MK,6,so2,µg/m³,True
12131593,2163057,MK,4,co,µg/m³,True
8613410,2163057,MK,5,no2,µg/m³,True
8613374,2163057,MK,3,o3,µg/m³,True
8613396,2163057,MK,1,pm10,µg/m³,True
8613354,2163057,MK,2,pm25,µg/m³,True
8613658,2163057,MK,6,so2,µg/m³,True
12131595,2163058,MK,4,co,µg/m³,True
8613591,2163058,MK,5,no2,µg/m³,True
8613639,2163058,MK,3,o3,µg/m³,True
8613377,2163058,MK,1,pm10,µg/m³,True
8613475,2163058,MK,2,pm25,µg/m³,True
8613585,2163058,MK,6,so2,µg/m³,True
12131620,2163059,MK,4,co,µg/m³,True
8613393,2163059,MK,5,no2,µg/m³,True
8613692,2163059,MK,3,o3,µg/m³,True
8613478,2163059,MK,1,pm10,µg/m³,True
8613609,2163059,MK,2,pm25,µg/m³,True
8613555,2163059,MK,6,so2,µg/m³,True
12131594,2163060,MK,4,co,µg/m³,True
8613511,2163060,MK,5,no2,µg/m³,True
8613594,2163060,MK,3,o3,µg/m³,True
8613506,2163060,MK,1,pm10,µg/m³,True
8613370,2163060,MK,2,pm25,µg/m³,True
8613560,2163060,MK,6,so2,µg/m³,True
7774163,2163061,PT,5,no2,µg/m³,True
7774560,2163061,PT,1,pm10,µg/m³,True
7773547,2163061,PT,6,so2,µg/m³,True
7775377,2163062,PT,5,no2,µg/m³,True
7772836,2163062,PT,3,o3,µg/m³,True
7774811,2163062,PT,1,pm10,µg/m³,True
8613314,2163062,PT,2,pm25,µg/m³,True
7773193,2163062,PT,6,so2,µg/m³,True
7773830,2163063,PT,5,no2,µg/m³,True
7774686,2163063,PT,3,o3,µg/m³,True
7774030,2163063,PT,1,pm10,µg/m³,True
7773721,2163064,PT,5,no2,µg/m³,True
7786078,2163064,PT,3,o3,µg/m³,True
7774677,2163064,PT,1,pm10,µg/m³,True
7775093,2163065,RO,1,pm10,µg/m³,True
7774996,2163065,RO,2,pm25,µg/m³,True
7775035,2163066,RO,1,pm10,µg/m³,True
7773262,2163066,RO,2,pm25,µg/m³,True
7774918,2163067,RO,1,pm10,µg/m³,True
11382585,2163068,RO,5,no2,µg/m³,True
7773684,2163068,RO,3,o3,µg/m³,True
7773636,2163068,RO,1,pm10,µg/m³,True
7773247,2163068,RO,2,pm25,µg/m³,True
7774350,2163068,RO,6,so2,µg/m³,True
7774986,2163069,RO,1,pm10,µg/m³,True
7775737,2163070,RO,1,pm10,µg/m³,True
7774564,2163071,RO,1,pm10,µg/m³,True
7775252,2163072,RO,4,co,µg/m³,True
7775432,2163072,RO,5,no2,µg/m³,True
7773471,2163072,RO,1,pm10,µg/m³,True
7773072,2163073,RO,1,pm10,µg/m³,True
7772867,2163074,RO,1,pm10,µg/m³,True
7776028,2163075,RO,1,pm10,µg/m³,True
7773970,2163076,RO,3,o3,µg/m³,True
7774523,2163076,RO,1,pm10,µg/m³,True
7773405,2163076,RO,2,pm25,µg/m³,True
7773107,2163077,RO,1,pm10,µg/m³,True
11439019,2163078,RO,4,co,µg/m³,True
8623290,2163078,RO,5,no2,µg/m³,True
7773308,2163078,RO,3,o3,µg/m³,True
7775905,2163078,RO,1,pm10,µg/m³,True
7773066,2163078,RO,2,pm25,µg/m³,True
7775612,2163078,RO,6,so2,µg/m³,True
7774254,2163079,RO,1,pm10,µg/m³,True
7775509,2163080,RO,4,co,µg/m³,True
7774877,2163080,RO,5,no2,µg/m³,True
7775680,2163080,RO,1,pm10,µg/m³,True
7774450,2163081,RO,1,pm10,µg/m³,True
7773176,2163082,RO,1,pm10,µg/m³,True
7774053,2163083,RO,1,pm10,µg/m³,True
7774827,2163084,RO,4,co,µg/m³,True
7774981,2163084,RO,5,no2,µg/m³,True
7773771,2163084,RO,1,pm10,µg/m³,True
7773753,2163084,RO,6,so2,µg/m³,True
7773871,2163085,RO,1,pm10,µg/m³,True
7774145,2163086,RO,5,no2,µg/m³,True
7775543,2163086,RO,1,pm10,µg/m³,True
7772914,2163086,RO,6,so2,µg/m³,True
7774411,2163087,RO,1,pm10,µg/m³,True
7774547,2163088,RO,1,pm10,µg/m³,True
7773391,2163089,RO,1,pm10,µg/m³,True
7775329,2163090,RO,1,pm10,µg/m³,True
7773449,2163091,RO,4,co,µg/m³,True
7774357,2163091,RO,5,no2,µg/m³,True
7774635,2163091,RO,1,pm10,µg/m³,True
7775962,2163091,RO,6,so2,µg/m³,True
7774212,2163092,RO,5,no2,µg/m³,True
7775102,2163092,RO,3,o3,µg/m³,True
7774338,2163092,RO,1,pm10,µg/m³,True
7775496,2163092,RO,2,pm25,µg/m³,True
7774445,2163092,RO,6,so2,µg/m³,True
7775918,2163093,RO,1,pm10,µg/m³,True
8613451,2163094,RO,1,pm10,µg/m³,True
8613641,2163094,RO,2,pm25,µg/m³,True
8613681,2163095,RO,1,pm10,µg/m³,True
8613563,2163095,RO,2,pm25,µg/m³,True
8613516,2163096,RO,1,pm10,µg/m³,True
11382584,2163097,RO,5,no2,µg/m³,True
7776626,2163097,RO,3,o3,µg/m³,True
7776508,2163097,RO,1,pm10,µg/m³,True
7776557,2163097,RO,2,pm25,µg/m³,True
7776473,2163097,RO,6,so2,µg/m³,True
7776472,2163098,RO,1,pm10,µg/m³,True
7776581,2163099,RO,1,pm10,µg/m³,True
7776553,2163100,RO,1,pm10,µg/m³,True
11438929,2163101,RO,4,co,µg/m³,True
8613414,2163101,RO,5,no2,µg/m³,True
8613670,2163101,RO,1,pm10,µg/m³,True
8622617,2163102,RO,1,pm10,µg/m³,True
7776495,2163103,RO,1,pm10,µg/m³,True
8622622,2163104,RO,1,pm10,µg/m³,True
7776623,2163105,RO,3,o3,µg/m³,True
7776525,2163105,RO,1,pm10,µg/m³,True
7776547,2163105,RO,2,pm25,µg/m³,True
8613691,2163106,RO,1,pm10,µg/m³,True
11438930,2163107,RO,4,co,µg/m³,True
8613102,2163107,RO,5,no2,µg/m³,True
7776625,2163107,RO,3,o3,µg/m³,True
7776471,2163107,RO,1,pm10,µg/m³,True
7776582,2163107,RO,2,pm25,µg/m³,True
7776478,2163107,RO,6,so2,µg/m³,True
7776568,2163108,RO,1,pm10,µg/m³,True
11438931,2163109,RO,4,co,µg/m³,True
8613466,2163109,RO,5,no2,µg/m³,True
8613583,2163109,RO,1,pm10,µg/m³,True
8622302,2163110,RO,1,pm10,µg/m³,True
8623580,2163111,RO,1,pm10,µg/m³,True
8613672,2163112,RO,1,pm10,µg/m³,True
11439023,2163113,RO,4,co,µg/m³,True
8613434,2163113,RO,5,no2,µg/m³,True
8613665,2163113,RO,1,pm10,µg/m³,True
8613704,2163113,RO,6,so2,µg/m³,True
8622223,2163114,RO,1,pm10,µg/m³,True
8613353,2163115,RO,5,no2,µg/m³,True
8613372,2163115,RO,1,pm10,µg/m³,True
8613395,2163115,RO,6,so2,µg/m³,True
7776546,2163116,RO,1,pm10,µg/m³,True
8622270,2163117,RO,1,pm10,µg/m³,True
8613446,2163118,RO,1,pm10,µg/m³,True
8613612,2163119,RO,1,pm10,µg/m³,True
11438932,2163120,RO,4,co,µg/m³,True
8622321,2163120,RO,5,no2,µg/m³,True
8622219,2163120,RO,1,pm10,µg/m³,True
8622237,2163120,RO,6,so2,µg/m³,True
8613564,2163121,RO,5,no2,µg/m³,True
8613411,2163121,RO,3,o3,µg/m³,True
8613431,2163121,RO,1,pm10,µg/m³,True
8613687,2163121,RO,2,pm25,µg/m³,True
8613654,2163121,RO,6,so2,µg/m³,True
8622648,2163122,RO,1,pm10,µg/m³,True
7928126,2163123,RO,4,co,µg/m³,True
7974424,2163123,RO,5,no2,µg/m³,True
7974425,2163123,RO,3,o3,µg/m³,True
7774742,2163123,RO,1,pm10,µg/m³,True
7774040,2163123,RO,2,pm25,µg/m³,True
7928127,2163123,RO,6,so2,µg/m³,True
11438933,2163124,RO,4,co,µg/m³,True
9020849,2163124,RO,5,no2,µg/m³,True
9020848,2163124,RO,3,o3,µg/m³,True
7774317,2163124,RO,1,pm10,µg/m³,True
7773481,2163124,RO,2,pm25,µg/m³,True
7774375,2163124,RO,6,so2,µg/m³,True
7773256,2163125,RO,3,o3,µg/m³,True
11439365,2163126,RO,4,co,µg/m³,True
8613427,2163126,RO,5,no2,µg/m³,True
8613601,2163126,RO,3,o3,µg/m³,True
8613541,2163126,RO,1,pm10,µg/m³,True
8613703,2163126,RO,2,pm25,µg/m³,True
8613689,2163126,RO,6,so2,µg/m³,True
11439360,2163127,RO,4,co,µg/m³,True
9021127,2163127,RO,5,no2,µg/m³,True
9021126,2163127,RO,3,o3,µg/m³,True
9021123,2163127,RO,1,pm10,µg/m³,True
9021124,2163127,RO,2,pm25,µg/m³,True
9021125,2163127,RO,6,so2,µg/m³,True
8613621,2163128,RO,3,o3,µg/m³,True
7891913,2163129,RO,4,co,µg/m³,True
7772771,2163129,RO,5,no2,µg/m³,True
8613069,2163129,RO,1,pm10,µg/m³,True
8613259,2163129,RO,2,pm25,µg/m³,True
7774034,2163129,RO,6,so2,µg/m³,True
11439022,2163130,RO,4,co,µg/m³,True
8613243,2163130,RO,5,no2,µg/m³,True
7774673,2163130,RO,3,o3,µg/m³,True
8613113,2163130,RO,1,pm10,µg/m³,True
7864408,2163130,RO,6,so2,µg/m³,True
8622667,2163131,RO,5,no2,µg/m³,True
8622692,2163131,RO,1,pm10,µg/m³,True
14927963,2163131,RO,2,pm25,µg/m³,True
7775327,2163131,RO,6,so2,µg/m³,True
11439010,2163132,RO,4,co,µg/m³,True
8613603,2163132,RO,5,no2,µg/m³,True
8613439,2163132,RO,1,pm10,µg/m³,True
8613448,2163132,RO,2,pm25,µg/m³,True
8613614,2163132,RO,6,so2,µg/m³,True
11438934,2163133,RO,4,co,µg/m³,True
8613570,2163133,RO,5,no2,µg/m³,True
8613391,2163133,RO,3,o3,µg/m³,True
8613368,2163133,RO,1,pm10,µg/m³,True
8613546,2163133,RO,6,so2,µg/m³,True
10633436,2163134,RO,5,no2,µg/m³,True
10633435,2163134,RO,1,pm10,µg/m³,True
14927980,2163134,RO,2,pm25,µg/m³,True
10633434,2163134,RO,6,so2,µg/m³,True
8613330,2163135,RO,5,no2,µg/m³,True
14684293,2163135,RO,3,o3,µg/m³,True
7775626,2163135,RO,1,pm10,µg/m³,True
7774480,2163135,RO,2,pm25,µg/m³,True
7773875,2163135,RO,6,so2,µg/m³,True
11439012,2163136,RO,4,co,µg/m³,True
8613197,2163136,RO,5,no2,µg/m³,True
7772971,2163136,RO,3,o3,µg/m³,True
7773205,2163136,RO,1,pm10,µg/m³,True
7774869,2163136,RO,2,pm25,µg/m³,True
8613217,2163136,RO,6,so2,µg/m³,True
8613422,2163137,RO,5,no2,µg/m³,True
14684298,2163137,RO,3,o3,µg/m³,True
8613379,2163137,RO,1,pm10,µg/m³,True
8613441,2163137,RO,2,pm25,µg/m³,True
8613679,2163137,RO,6,so2,µg/m³,True
11438935,2163138,RO,4,co,µg/m³,True
8613364,2163138,RO,5,no2,µg/m³,True
8613494,2163138,RO,3,o3,µg/m³,True
8613405,2163138,RO,1,pm10,µg/m³,True
8613671,2163138,RO,2,pm25,µg/m³,True
8613406,2163138,RO,6,so2,µg/m³,True
7773181,2163139,RO,5,no2,µg/m³,True
7775928,2163139,RO,1,pm10,µg/m³,True
7835781,2163139,RO,6,so2,µg/m³,True
7775847,2163140,RO,4,co,µg/m³,True
7774503,2163140,RO,5,no2,µg/m³,True
7773473,2163140,RO,1,pm10,µg/m³,True
7774116,2163140,RO,6,so2,µg/m³,True
11439729,2163141,RO,4,co,µg/m³,True
7774080,2163141,RO,5,no2,µg/m³,True
7775378,2163141,RO,3,o3,µg/m³,True
7775536,2163141,RO,1,pm10,µg/m³,True
7773920,2163141,RO,6,so2,µg/m³,True
8613615,2163142,RO,5,no2,µg/m³,True
8613378,2163142,RO,1,pm10,µg/m³,True
8613385,2163142,RO,6,so2,µg/m³,True
7776615,2163143,RO,4,co,µg/m³,True
7776591,2163143,RO,5,no2,µg/m³,True
7776614,2163143,RO,1,pm10,µg/m³,True
7776574,2163143,RO,6,so2,µg/m³,True
7852958,2163144,RO,4,co,µg/m³,True
7776565,2163144,RO,5,no2,µg/m³,True
7776624,2163144,RO,3,o3,µg/m³,True
7776603,2163144,RO,1,pm10,µg/m³,True
7776575,2163144,RO,6,so2,µg/m³,True
11439359,2163145,RO,4,co,µg/m³,True
10489109,2163145,RO,5,no2,µg/m³,True
7774716,2163145,RO,3,o3,µg/m³,True
10489110,2163145,RO,1,pm10,µg/m³,True
10489108,2163145,RO,6,so2,µg/m³,True
11438936,2163146,RO,4,co,µg/m³,True
8622234,2163146,RO,5,no2,µg/m³,True
8622278,2163146,RO,3,o3,µg/m³,True
8622300,2163146,RO,1,pm10,µg/m³,True
14927972,2163146,RO,2,pm25,µg/m³,True
7775109,2163146,RO,6,so2,µg/m³,True
11438937,2163147,RO,4,co,µg/m³,True
10491957,2163147,RO,5,no2,µg/m³,True
7776588,2163147,RO,3,o3,µg/m³,True
10491958,2163147,RO,1,pm10,µg/m³,True
10491956,2163147,RO,6,so2,µg/m³,True
11439356,2163148,RO,4,co,µg/m³,True
8613230,2163148,RO,5,no2,µg/m³,True
8613346,2163148,RO,3,o3,µg/m³,True
8613333,2163148,RO,1,pm10,µg/m³,True
14927977,2163148,RO,2,pm25,µg/m³,True
7776610,2163148,RO,6,so2,µg/m³,True
7775761,2163149,RO,3,o3,µg/m³,True
11439683,2163150,RO,4,co,µg/m³,True
8613149,2163150,RO,5,no2,µg/m³,True
8613282,2163150,RO,3,o3,µg/m³,True
7774758,2163150,RO,1,pm10,µg/m³,True
8613152,2163150,RO,6,so2,µg/m³,True
7774697,2163151,RO,4,co,µg/m³,True
8613220,2163151,RO,5,no2,µg/m³,True
7775345,2163151,RO,3,o3,µg/m³,True
7774765,2163151,RO,1,pm10,µg/m³,True
8613326,2163151,RO,6,so2,µg/m³,True
8740170,2163152,RO,3,o3,µg/m³,True
11438938,2163153,RO,4,co,µg/m³,True
8613696,2163153,RO,5,no2,µg/m³,True
8613532,2163153,RO,3,o3,µg/m³,True
8613366,2163153,RO,1,pm10,µg/m³,True
8613497,2163153,RO,6,so2,µg/m³,True
11439355,2163154,RO,4,co,µg/m³,True
8613630,2163154,RO,5,no2,µg/m³,True
8613634,2163154,RO,3,o3,µg/m³,True
8613394,2163154,RO,1,pm10,µg/m³,True
8613399,2163154,RO,6,so2,µg/m³,True
7775833,2163155,RO,4,co,µg/m³,True
8613267,2163155,RO,5,no2,µg/m³,True
7773976,2163155,RO,3,o3,µg/m³,True
8613251,2163155,RO,1,pm10,µg/m³,True
7775687,2163155,RO,6,so2,µg/m³,True
11439726,2163156,RO,4,co,µg/m³,True
8622686,2163156,RO,5,no2,µg/m³,True
8622693,2163156,RO,3,o3,µg/m³,True
8622665,2163156,RO,1,pm10,µg/m³,True
8622690,2163156,RO,6,so2,µg/m³,True
7775740,2163157,RO,3,o3,µg/m³,True
7773649,2163157,RO,1,pm10,µg/m³,True
7773747,2163157,RO,2,pm25,µg/m³,True
11438939,2163158,RO,4,co,µg/m³,True
7774133,2163158,RO,5,no2,µg/m³,True
8613335,2163158,RO,1,pm10,µg/m³,True
8613345,2163158,RO,6,so2,µg/m³,True
7776606,2163159,RO,3,o3,µg/m³,True
7776604,2163159,RO,1,pm10,µg/m³,True
7776522,2163159,RO,2,pm25,µg/m³,True
11439029,2163160,RO,4,co,µg/m³,True
8622215,2163160,RO,5,no2,µg/m³,True
8622229,2163160,RO,1,pm10,µg/m³,True
8622309,2163160,RO,6,so2,µg/m³,True
11438940,2163161,RO,4,co,µg/m³,True
7773217,2163161,RO,5,no2,µg/m³,True
8613301,2163161,RO,3,o3,µg/m³,True
7774304,2163161,RO,1,pm10,µg/m³,True
7774600,2163161,RO,6,so2,µg/m³,True
7772844,2163162,RO,4,co,µg/m³,True
7772716,2163162,RO,5,no2,µg/m³,True
7775497,2163162,RO,1,pm10,µg/m³,True
7774006,2163162,RO,6,so2,µg/m³,True
11439728,2163163,RO,4,co,µg/m³,True
8622279,2163163,RO,5,no2,µg/m³,True
8622280,2163163,RO,3,o3,µg/m³,True
8622218,2163163,RO,1,pm10,µg/m³,True
8622216,2163163,RO,6,so2,µg/m³,True
11438941,2163164,RO,4,co,µg/m³,True
8613608,2163164,RO,5,no2,µg/m³,True
8613618,2163164,RO,1,pm10,µg/m³,True
8613454,2163164,RO,6,so2,µg/m³,True
11439009,2163165,RO,4,co,µg/m³,True
8613521,2163165,RO,5,no2,µg/m³,True
7775246,2163165,RO,1,pm10,µg/m³,True
8613600,2163165,RO,6,so2,µg/m³,True
11439027,2163166,RO,4,co,µg/m³,True
8622319,2163166,RO,5,no2,µg/m³,True
8622241,2163166,RO,3,o3,µg/m³,True
8622247,2163166,RO,1,pm10,µg/m³,True
7774714,2163166,RO,6,so2,µg/m³,True
11438942,2163167,RO,4,co,µg/m³,True
7774576,2163167,RO,5,no2,µg/m³,True
8613065,2163167,RO,1,pm10,µg/m³,True
8613340,2163167,RO,6,so2,µg/m³,True
11438943,2163168,RO,4,co,µg/m³,True
8613337,2163168,RO,5,no2,µg/m³,True
7776566,2163168,RO,1,pm10,µg/m³,True
8613039,2163168,RO,6,so2,µg/m³,True
11438944,2163169,RO,4,co,µg/m³,True
8613253,2163169,RO,5,no2,µg/m³,True
8613281,2163169,RO,3,o3,µg/m³,True
8613043,2163169,RO,1,pm10,µg/m³,True
7798105,2163169,RO,6,so2,µg/m³,True
11439020,2163170,RO,4,co,µg/m³,True
8613697,2163170,RO,5,no2,µg/m³,True
